frame,host_time,clock,sequence,step,base_smile,base_rest,base_pressed,base_parted,overlay_smile,overlay_rest,overlay_pressed,overlay_parted,pose_smile,pose_rest,pose_pressed,pose_parted,blink,mouth,mouth_wide,mouth_opening,speech_active,needs_timer,anomaly,notices
121,5.0417,5.0417,queued.consideration,轻抿唇,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8500,0.0000,0.0000,0.0000,0.8500,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
122,5.0833,5.0833,queued.consideration,回到自然,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8438,0.0000,0.0000,0.0000,0.8438,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,queued.consideration#step1
123,5.1250,5.1250,queued.consideration,回到自然,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7956,0.0000,0.0000,0.0000,0.7956,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
124,5.1667,5.1667,queued.consideration,回到自然,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7091,0.0000,0.0000,0.0000,0.7091,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
125,5.2083,5.2083,queued.consideration,回到自然,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5959,0.0000,0.0000,0.0000,0.5959,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
126,5.2500,5.2500,queued.consideration,回到自然,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4674,0.0000,0.0000,0.0000,0.4674,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
127,5.2917,5.2917,queued.consideration,回到自然,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3353,0.0000,0.0000,0.0000,0.3353,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
128,5.3333,5.3333,queued.consideration,回到自然,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2110,0.0000,0.0000,0.0000,0.2110,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
129,5.3750,5.3750,queued.consideration,回到自然,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1060,0.0000,0.0000,0.0000,0.1060,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
130,5.4167,5.4167,queued.consideration,回到自然,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0320,0.0000,0.0000,0.0000,0.0320,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
131,5.4583,5.4583,queued.consideration,回到自然,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
132,5.5000,5.5000,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,,queued.consideration#finished
133,5.5417,5.5417,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,,
134,5.5833,5.5833,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,,
135,5.6250,5.6250,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,,
136,5.6667,5.6667,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,,
137,5.7083,5.7083,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,,
138,5.7500,5.7500,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,,
139,5.7917,5.7917,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,,
140,5.8333,5.8333,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,,
141,5.8750,5.8750,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,,
142,5.9167,5.9167,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,,
143,5.9583,5.9583,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,,
